id,resourceType,title,description,startDate,endDate,lat,lon,lat/lon,author,Evacuated,Homeless,Injuries,Deaths,Insured Cost,Train(s) damaged,Train(s) destroyed,Home(s) damaged,Home(s) destroyed,Building(s) damaged,Building(s) destroyed,Ind Premises destroyed,Com Premises damaged,Com Premises destroyed,Bridge(s) damaged,Bridge(s) destroyed,Aircraft damaged,Aircraft destroyed,Motor Vehicle(s) damaged,Motor Vehicle(s) destroyed,Water vessel(s) damaged,Water vessel(s) destroyed,Business(es) damaged,Business(es) destroyed,Farm(s) damaged,Farm(s) destroyed,Crop(s) destroyed,Livestock destroyed,Government assistance,regions,subjects,url,resourceUrl
294,Disaster Event,Transport - Parafield Region Light Aircraft Crash,"On 8 February 1969, the pilot of Cessna P206A lodged a charter flight plan to return to Parafield from Ceduna with three passengers after being briefed that the weather conditions were marginal for flight. Just prior to setting course the pilot was advised that Adelaide Airport was then closed to VFR traffic, due to visibility but was expected to be re-opened in 20 minutes. Aircraft wreckage was found two days later after the search aircraft had been delayed for some time by very low cloud along the route. The aircraft had struck the ground in a steep nose down, right wing down attitude. All on board died.",1969-08-02,1969-08-02,-34.788396,138.634071,"-34.788396,138.634071",,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,South Australia,,http://www.emknowledge.gov.au/resource/?id=294,
140,Disaster Event,Bushfire - Lara and Melbourne Fringe,"On 8 January 1969 a total fire ban day was declared with 230 fires breaking out burning more than 324,000 hectares. Twenty-one of these fires were highly destructive. The worst fires were on the urban fringe of Melbourne and several were serious grass fires. There had been a fire on the previous day at Anakie near the Geelong - Ballan Road. The fire was quickly extinguished though it broke out again early Wednesday. The terrain being flat grassland went up and the fire moved quickly in the direction of Lara where it destroyed a 90 year old gothic church and 40 houses. Seventeen people abandoned their cars and tried to outrun the fire when it crossed the highway, all died. This event was a catalyst in changing guidelines recommending people are safer staying in a car when fire is upon them. The fire burnt to the edge of suburban Melbourne including Altona, Diamond Valley and Kangaroo Ground. In total 23 people died, 100 were injured, and 230 homes and 21 buildings were destroyed.",1969-08-01,1969-09-01,-38.0235939,144.4078674,"-38.0235939,144.4078674",,,800,100,23,,,,,230,,21,,,,,,,,,,,,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=140,
218,Disaster Event,Cyclone Audrey,"Cyclone Audrey began on 28 February 1969, and brought rough seas and heavy rain to the north and west coasts of the Northern Territory. It caused only minor damage, including uplifting roofs of buildings at Milingimbi and Maningrida.  At Goulburn Island off the northern Arnhem Land coast four fishermen were killed by the cyclone.",1969-02-28,1969-09-03,-12.05006504,134.2199707,"-12.05006504,134.2199707",,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Territory,,http://www.emknowledge.gov.au/resource/?id=218,
236,Disaster Event,Industrial - Blackmans Flat,A rock fall in the Blackmans Flat mine killed three miners.,1972-01-01,1972-01-01,-33.34960175,150.0548706,"-33.34960175,150.0548706",,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=236,
222,Disaster Event,Cyclone Emily,Tropical Cyclone Emily formed off the southern and central coasts of Queensland resulting in eight deaths (in three separate incidents).  Other damage recorded included flooding at Kingaroy and Brisbane.,1972-03-27,1972-02-04,-23.41284752,150.8175659,"-23.41284752,150.8175659",,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=222,
57,Disaster Event,Shipwreck - Collision Melbourne and Nieuw Holland,"On 9 August 1972 the Nieuw Holland, a steamship, collided with the tug boat Melbourne. The tug boat sank half a mile from Gellibrand Pier Williamstown, Port Phillip. Five men on the tug drowned.",1972-09-08,1972-09-08,-37.8773613,144.9148254,"-37.8773613,144.9148254",,,,,5,,,,,,,,,,,,,,,,,,1,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=57,
2954,Disaster Event,Transport - Tumut Ponds Bus Crash,"In September 1973, a tour bus travelling through the Snowy Mountains crashed en route to the Tumut Ponds Dam. The bus rolled over several times before crashing over a dam wall into the cold waters of the reservoir located approximately 300 miles south of Sydney. Overall 18 people died and 21 were injured. ",1973-01-09,1973-01-09,-35.96446228,148.4091644,"-35.96446228,148.4091644",,,,21,18,,,,,,,,,,,,,,,,1,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=2954,
104,Disaster Event,Criminal Act - Whiskey Au Go-Go Nightclub Bombing,The Whisky Au Go-Go nightclub was bombed at 2:10 am on 8 March 1973. As a result the nightclub caught fire and 15 patrons died from asphyxiation. Two men were tried and convicted for the murders.,1973-08-03,1973-08-03,-27.45536041,153.032196,"-27.45536041,153.032196",,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=104,
141,Disaster Event,Shipwreck - Blythe Star II,"&lt;span &gt;The Blythe Star II was a steel twin screw motor vessel. It left Prince of Wales Bay, Hobart for King Island on 12 October 1973 with a crew of 10 and a cargo of superphosphate and beer but failed to arrive at Currie. An extensive air search could not locate it, but seven survivors were found at Deep Glen Bay on the Tasman Peninsula, 11 days after the vessel had apparently capsized and sank six miles from South-West Cape. The life raft had been launched successfully, however three people died.",1973-12-10,1973-12-10,-43.04982376,148.0723572,"-43.04982376,148.0723572",,,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,Tasmania,,http://www.emknowledge.gov.au/resource/?id=141,
114,Disaster Event,Flood - Eastern Australia,"In January 1974 Queensland, and to some extent other states, incurred significant flooding, with large areas of the country inundated. In Brisbane a very wet 1973 occurred and the rains had already resulted in some flooding when, on 24 January, cyclone Wanda hit the north of the city.&nbsp;Wanda came with relatively little wind, but produced record rains over the Australia Day holiday. Over the long weekend, Brisbane received 580 mm of rain, with much higher falls over river catchments near the city (1,300 mm in five days at Mt Glorious). Approximately 40 houses situated on the banks of the rivers and creeks were washed away as rivers flooded to their highest levels since the 1893 floods.  Fourteen lives were lost in the floods and many people had to be rescued from rising waters.  Record floods were also reported in New South Wales with much of the state affected. In May 1974, record flood levels occurred in the Ovens and Maribyrnong rivers in Victoria. Many settlements in South Australia were also badly affected; Oodnadatta, Marree, Moomba, Iron Knob, Andamooka and Coober Pedy were cut off by flood waters. In Tasmania, floods in the St Marys area in March - April caused extensive damage.  The Insurance Council of Australia estimated the 1974 damage at $68 million, with the 2011 estimated normailsed cost of $2645 million.",1974-01-25,1974-01-04,-27.47084808,153.0234222,"-27.47084808,153.0234222",,,,,14,68000000,,,,,,,,,,,,,,,,,,,,,,,,,Tasmania;Queensland;New South Wales;South Australia;Victoria,,http://www.emknowledge.gov.au/resource/?id=114,
231,Disaster Event,Industrial - Mount St Canice,"On 5 September 1974 an explosion occurred in the boiler room of the Mount St Canice laundry adjacent to the convent of The Good Shepherd, St Canice Avenue, Sandy Bay, Hobart. The new boiler was being installed when it exploded under test. A second boiler was operating at the time and was destroyed by the explosion. The building was extensively damaged. Seven people were killed and one died later in hospital. Seventeen people were injured, several seriously.",1974-05-09,1974-05-09,-42.89118576,147.326828,"-42.89118576,147.326828",,,,17,8,,,,,,1,,,,,,,,,,,,,,,,,,,,Tasmania,,http://www.emknowledge.gov.au/resource/?id=231,
87,Disaster Event,Bushfire - New South Wales and Other States,"During the summer between 1974 and 1975, Australia experienced its worst bushfire season in 30 years. Approximately 15 per cent of Australia's physical land mass sustained extensive fire damage. This equates to roughly around 117,000,000 ha.  New South Wales was badly affected and there was widespread damage to infrastructure, including communications, roads, railways and property fencing. There was also significant damage to agriculture and horticulture industries, as famers lost crops and livestock to the fires. The areas affected included Cobar Shire, Balranald, Glendale and regions around the Lower Hunter. Three people lost their lives in New South Wales. The overall damage cost was estimated at approximately $5 million.",1974-01-12,1975-01-02,-31.49797058,145.8381958,"-31.49797058,145.8381958",,,,,3,,,,,,,,,,,,,,,,,,,,,,,,50000,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=87,
202,Disaster Event,Complex Emergencies - Lake Illawarra,"The Lake Illawarra was a steel single screw steam turbine motor vessel, bulk carrier. The Lake Illawarra sank after running into and demolishing part of the Tasman Bridge that crossed the Derwent River at Hobart, 5 January 1975. The vessel was en route from Port Pirie in South Australia with a cargo of zinc. When approaching the bridge, the captain reduced speed, but was finding it difficult to align the ship to the central navigation span of the bridge. Despite several attempts to change the course, the ship was difficult to manage in part due to the lack of speed. The master finally called out full speed astern in a last attempt to change the course of the ship when the ship veered into the pile capping of Pier 18 and then Pier 19 bringing the three unsupported spans of the bridge crashing into vessels' hull. The ship sank within minutes in deep water.  Seven crew members on the ship died and four cars ran over the gap into the Derwent River, five occupants died while others managed to escape from the two vehicles which teetered on the edge of the gap. The collapse effectively divided Hobart in two. Police and emergency services were called into action and within an hour a ferry was traversing the river. The next day there were three private ferries and one government run ferry in operation. Eastern shore residents were severely hindered by the collapse as most hospitals, schools, businesses and government offices were located on the west shore.  A temporary bridge (the Bailey bridge) with one lane in each direction was built and opened to traffic on 16 December 1975. The federal government provided funding to rebuild the Tasman bridge at a cost of $44 million and it re-opened 8 October 1977.",1975-05-01,1975-05-01,-42.94033813,147.3829651,"-42.94033813,147.3829651",,,,,12,,,,,,,,,,,1,,,,,,,1,,,,,,,,Tasmania,,http://www.emknowledge.gov.au/resource/?id=202,
328,Disaster Event,Flood - Sydney Mar 1975,"Severe flooding resulted in damage to the areas of Gosford, Sydney and the Illawarra region.  The Insurance Council of Australia estimated the 1975 damage at $15 million, with the 2012 estimated normalised cost of $339 million.",1975-09-03,1975-09-03,-33.85963821,151.2046814,"-33.85963821,151.2046814",,,,,,15000000,,,,,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=328,
177,Disaster Event,Cyclone Joan,"Tropical Cyclone Joan developed over the Timor sea and was named on 1 December 1975. The system passed close to the northern tip of Western Australia before moving west to south-westerly over the ocean and gradually intensified. Late on the 6th, the cyclone suddenly took a southerly direction and the eye crossed the coast 50 km west of Port Hedland at about 6am on 8 December 1975.  Despite Port Hedland not being in the centre of the storm it was subjected to strong winds exceeding 90 km per hour for approximately 10 hours with winds in excess of 120 km per hour for three hours. The maximum measured wind gust was 208 km per hour. Severe property damage occurred at Port Hedland and other townships nearby. Eighty-five per cent of all houses were damaged to some degree. Power and communications were lost for several days.  Heavy rainfall inland caused flooding. Marandoo, near Tom Price registered 591 mm while many other sites recorded rainfall over 400 mm. The heavy rain occurred along and just east of the cyclone track. Some of the two and three-day totals registered over the Hamersley Range represent in excess of a once in 100 year event.  The Insurance Council of Australia estimated the 1975 damage at $20 million, with the 2011 estimated normalised cost of $398 million.",1975-08-12,1975-09-12,-13.41099358,125.859375,"-13.41099358,125.859375",,,20,,,20000000,,,,,,,,,,,,,,,,,,,,,,,,,Western Australia,,http://www.emknowledge.gov.au/resource/?id=177,
106,Disaster Event,Transport - Parafield Light Aircraft Collision,"On 1 February 1976, a Piper PA28-180 and a Cessna 172M aircraft collided in flight at a height of approximately 250 ft while both aircraft were on final approach for landing at Parafield Airport Adelaide. The aircraft remained locked together after the collision and dived almost vertically to the ground 835 m before the runway. The sole occupant of the Piper and four occupants of the Cessna were killed.       ",1976-01-02,1976-01-02,-34.788396,138.634071,"-34.788396,138.634071",,,,,5,,,,,,,,,,,,,,2,,,,,,,,,,,,South Australia,,http://www.emknowledge.gov.au/resource/?id=106,
180,Disaster Event,Hail - Toowoomba,"A severe storm caused extreme weather conditions in the Toowoomba region on 9 January 1976. Gale force winds combined with large hail produced widespread damage to infrastructure, buildings and houses.  The Insurance Council of Australia estimated the 1976 damage at $12 million, with the 2011 estimated normalised cost of $282 million.",1976-09-01,1976-09-01,-27.56375313,151.9540558,"-27.56375313,151.9540558",,,,,,12000000,,,,,,,,,,,,,,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=180,
